role,seniority,seniority_level,workplace,loc_factor,required_exp,candidate_exp,exp_gap,n_required,n_matched,n_missing,match_ratio,n_extra_skills,avg_skill_demand,salary_expected,salary_gap_ratio,workplace_match,job_salary,fit
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,0,0,5,1,4,0.2,3,1.2,6800.0,-0.4603,1,12600.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,5,6,1,5,5,0,1.0,1,1.12,18800.0,0.0217,1,18400.0,1
Data / Python,Pleno,2,ONSITE,1.1,3,4,1,5,5,0,1.0,4,1.0,14200.0,-0.1497,1,16700.0,1
DevOps / SRE,Pleno,2,HYBRID,1.05,3,5,2,5,4,1,0.8,0,1.12,13700.0,-0.1941,0,17000.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,8,9,1,5,3,2,0.6,3,1.12,22800.0,-0.0339,0,23600.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,9,6,-3,5,1,4,0.2,2,1.2,24100.0,-0.094,0,26600.0,0
Backend Node.js,Pleno,2,ONSITE,1.1,5,3,-2,5,0,5,0.0,1,0.99,16900.0,0.012,1,16700.0,0
Backend Node.js,Senior,3,REMOTE,1.0,11,10,-1,5,1,4,0.2,0,0.99,21000.0,-0.0367,1,21800.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,0,0,0,5,0,5,0.0,2,1.12,12200.0,-0.0687,1,13100.0,0
Frontend React,Senior,3,HYBRID,1.05,6,4,-2,5,5,0,1.0,2,0.97,17800.0,-0.0056,0,17900.0,1
Frontend React,Pleno,2,ONSITE,1.1,3,5,2,5,5,0,1.0,0,0.97,13600.0,0.0,1,13600.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,1,2,1,5,5,0,1.0,2,1.12,14800.0,0.1746,1,12600.0,1
Frontend React,Senior,3,REMOTE,1.0,10,7,-3,5,0,5,0.0,2,0.97,19400.0,0.0838,1,17900.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,3,5,2,5,4,1,0.8,2,1.12,20500.0,-0.033,1,21200.0,1
Fullstack,Senior,3,REMOTE,1.0,6,3,-3,5,2,3,0.4,1,0.99,19700.0,0.0423,1,18900.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,4,3,-1,5,3,2,0.6,1,1.12,18100.0,0.0056,1,18000.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,4,5,1,5,3,2,0.6,3,0.99,14100.0,-0.007,1,14200.0,1
Backend Node.js,Senior,3,REMOTE,1.0,6,8,2,5,4,1,0.8,2,0.99,19100.0,-0.0728,0,20600.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,2,5,3,5,0,5,0.0,3,1.12,12100.0,0.0522,1,11500.0,0
Data / Python,Pleno,2,REMOTE,1.0,3,0,-3,5,5,0,1.0,0,1.0,13300.0,-0.2267,0,17200.0,1
Data / Python,Pleno,2,REMOTE,1.0,4,1,-3,5,0,5,0.0,3,1.0,13400.0,-0.0946,1,14800.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,10,13,3,5,2,3,0.4,3,1.2,28100.0,-0.0106,0,28400.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,6,3,-3,5,0,5,0.0,0,1.12,33900.0,0.1771,1,28800.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,5,3,-2,5,4,1,0.8,1,0.99,12400.0,-0.0606,0,13200.0,0
Data / Python,Senior,3,ONSITE,1.1,9,9,0,5,2,3,0.4,3,1.0,16000.0,-0.1795,1,19500.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,3,2,-1,5,5,0,1.0,1,1.2,21200.0,-0.0407,0,22100.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,4,4,0,5,2,3,0.4,4,0.99,20500.0,0.2812,1,16000.0,0
Data / Python,Pleno,2,ONSITE,1.1,4,1,-3,5,2,3,0.4,1,1.0,22100.0,0.1882,0,18600.0,0
Data / Python,Pleno,2,HYBRID,1.05,5,8,3,5,2,3,0.4,0,1.0,18200.0,0.1667,1,15600.0,0
Data / Python,Senior,3,ONSITE,1.1,8,10,2,5,0,5,0.0,2,1.0,24300.0,-0.0041,1,24400.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,1,1,0,5,5,0,1.0,1,1.12,11500.0,0.036,0,11100.0,1
Backend Node.js,Senior,3,REMOTE,1.0,7,6,-1,5,5,0,1.0,3,0.99,21200.0,0.0291,1,20600.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,12,11,-1,5,2,3,0.4,1,1.12,25600.0,0.0535,1,24300.0,0
Fullstack,Junior,1,ONSITE,1.1,1,3,2,5,2,3,0.4,3,0.99,5000.0,-0.5833,1,12000.0,1
DevOps / SRE,Pleno,2,HYBRID,1.05,5,8,3,5,4,1,0.8,1,1.12,19700.0,-0.015,1,20000.0,1
Backend Node.js,Junior,1,REMOTE,1.0,1,0,-1,5,4,1,0.8,0,0.99,8200.0,-0.0787,1,8900.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,5,2,-3,5,3,2,0.6,0,1.2,26800.0,0.2885,0,20800.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,3,1,-2,5,2,3,0.4,2,0.99,14500.0,-0.0461,0,15200.0,0
Fullstack,Pleno,2,REMOTE,1.0,3,6,3,5,5,0,1.0,4,0.99,12500.0,-0.3017,1,17900.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,4,3,-1,5,5,0,1.0,0,1.2,12900.0,-0.3614,1,20200.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,4,7,3,5,1,4,0.2,1,1.2,20700.0,-0.0717,1,22300.0,0
Machine Learning Eng.,Junior,1,ONSITE,1.1,1,3,2,5,0,5,0.0,1,1.2,14900.0,0.0493,0,14200.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,0,0,5,4,1,0.8,4,1.2,12200.0,-0.0394,1,12700.0,1
Fullstack,Senior,3,HYBRID,1.05,8,6,-2,5,4,1,0.8,4,0.99,18400.0,-0.2203,1,23600.0,1
Frontend React,Pleno,2,ONSITE,1.1,3,3,0,5,3,2,0.6,4,0.97,18000.0,0.3333,0,13500.0,1
Data / Python,Junior,1,HYBRID,1.05,1,0,-1,5,2,3,0.4,2,1.0,12200.0,0.1731,0,10400.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,11,9,-2,5,4,1,0.8,3,1.12,35100.0,0.2671,1,27700.0,1
Fullstack,Pleno,2,HYBRID,1.05,4,5,1,5,4,1,0.8,1,0.99,11200.0,-0.2821,1,15600.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,4,3,-1,5,0,5,0.0,1,0.99,13900.0,-0.0479,1,14600.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,4,4,0,5,3,2,0.6,0,1.12,22100.0,0.1218,0,19700.0,0
Data / Python,Junior,1,ONSITE,1.1,0,0,0,5,5,0,1.0,2,1.0,9200.0,-0.1481,1,10800.0,1
Backend Node.js,Junior,1,REMOTE,1.0,0,0,0,5,3,2,0.6,0,0.99,8600.0,-0.0444,1,9000.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,5,5,0,5,3,2,0.6,0,0.99,15800.0,0.0464,0,15100.0,0
Fullstack,Junior,1,REMOTE,1.0,2,4,2,5,4,1,0.8,0,0.99,7600.0,-0.2245,1,9800.0,1
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,0,0,5,4,1,0.8,1,1.2,10700.0,-0.1641,0,12800.0,1
Machine Learning Eng.,Senior,3,HYBRID,1.05,11,9,-2,5,4,1,0.8,0,1.2,24200.0,-0.2461,1,32100.0,1
Frontend React,Junior,1,REMOTE,1.0,1,0,-1,5,5,0,1.0,2,0.97,7200.0,-0.04,0,7500.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,9,9,0,5,5,0,1.0,0,1.12,23800.0,0.0128,1,23500.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,4,5,1,5,2,3,0.4,0,1.2,28200.0,0.2,1,23500.0,0
Data / Python,Pleno,2,REMOTE,1.0,4,1,-3,5,3,2,0.6,3,1.0,15500.0,-0.0606,1,16500.0,0
Frontend React,Senior,3,ONSITE,1.1,9,10,1,5,1,4,0.2,0,0.97,22900.0,0.0362,1,22100.0,0
Backend Node.js,Junior,1,ONSITE,1.1,0,0,0,5,0,5,0.0,0,0.99,5900.0,-0.4216,0,10200.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,7,10,3,5,5,0,1.0,2,1.12,22900.0,-0.1055,0,25600.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,3,6,3,5,2,3,0.4,3,1.2,14500.0,-0.3439,1,22100.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,2,5,3,5,1,4,0.2,2,1.12,9900.0,-0.1538,0,11700.0,0
Fullstack,Senior,3,ONSITE,1.1,12,14,2,5,1,4,0.2,1,0.99,24500.0,0.1893,0,20600.0,0
Data / Python,Pleno,2,REMOTE,1.0,4,1,-3,5,1,4,0.2,4,1.0,14800.0,-0.0692,1,15900.0,0
Data / Python,Junior,1,HYBRID,1.05,0,0,0,5,1,4,0.2,0,1.0,7300.0,-0.27,1,10000.0,0
Data / Python,Pleno,2,ONSITE,1.1,4,1,-3,5,1,4,0.2,2,1.0,14200.0,-0.0779,1,15400.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,5,3,-2,5,0,5,0.0,2,0.99,11300.0,-0.2467,1,15000.0,0
Data / Python,Pleno,2,HYBRID,1.05,4,3,-1,5,4,1,0.8,0,1.0,22700.0,0.3353,0,17000.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,10,12,2,5,5,0,1.0,2,1.2,37800.0,0.2685,1,29800.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,1,2,1,5,5,0,1.0,1,1.12,11800.0,0.0,1,11800.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,10,13,3,5,3,2,0.6,2,1.12,29600.0,0.0459,0,28300.0,1
Frontend React,Senior,3,ONSITE,1.1,7,10,3,5,4,1,0.8,2,0.97,20200.0,0.0359,1,19500.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,12,12,0,5,0,5,0.0,0,1.2,28000.0,-0.0106,0,28300.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,3,3,5,5,0,1.0,2,1.2,13200.0,0.0154,0,13000.0,1
Fullstack,Junior,1,ONSITE,1.1,2,2,0,5,2,3,0.4,0,0.99,11000.0,-0.0265,1,11300.0,0
Frontend React,Pleno,2,REMOTE,1.0,3,4,1,5,4,1,0.8,2,0.97,10600.0,-0.124,1,12100.0,1
Machine Learning Eng.,Senior,3,REMOTE,1.0,11,13,2,5,1,4,0.2,0,1.2,29700.0,0.1165,0,26600.0,0
Frontend React,Pleno,2,REMOTE,1.0,4,2,-2,5,1,4,0.2,1,0.97,10100.0,-0.2109,0,12800.0,0
Data / Python,Junior,1,ONSITE,1.1,0,0,0,5,2,3,0.4,3,1.0,10300.0,-0.055,1,10900.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,0,3,3,5,2,3,0.4,2,1.2,11900.0,-0.0165,1,12100.0,1
Data / Python,Junior,1,HYBRID,1.05,0,2,2,5,3,2,0.6,4,1.0,10300.0,0.0198,0,10100.0,1
Backend Node.js,Senior,3,REMOTE,1.0,12,13,1,5,5,0,1.0,1,0.99,17700.0,-0.1918,1,21900.0,1
Data / Python,Senior,3,HYBRID,1.05,10,13,3,5,5,0,1.0,1,1.0,28400.0,0.2909,1,22000.0,1
Fullstack,Junior,1,HYBRID,1.05,1,1,0,5,0,5,0.0,3,0.99,9400.0,-0.1132,1,10600.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,2,0,-2,5,5,0,1.0,1,1.12,12100.0,0.0804,1,11200.0,1
Fullstack,Pleno,2,HYBRID,1.05,4,5,1,5,3,2,0.6,4,0.99,16100.0,0.0387,0,15500.0,1
Data / Python,Junior,1,ONSITE,1.1,2,1,-1,5,3,2,0.6,2,1.0,10700.0,-0.1641,1,12800.0,1
Data / Python,Junior,1,REMOTE,1.0,0,2,2,5,4,1,0.8,1,1.0,10600.0,0.0495,1,10100.0,1
Data / Python,Junior,1,REMOTE,1.0,0,0,0,5,5,0,1.0,4,1.0,8800.0,-0.12,0,10000.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,1,0,-1,5,0,5,0.0,4,1.2,10500.0,-0.2336,1,13700.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,5,8,3,5,4,1,0.8,4,0.99,18400.0,0.2778,1,14400.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,3,3,0,5,0,5,0.0,0,0.99,16800.0,0.1351,0,14800.0,0
Machine Learning Eng.,Pleno,2,HYBRID,1.05,5,4,-1,5,2,3,0.4,2,1.2,19600.0,-0.1091,0,22000.0,0
Backend Node.js,Senior,3,ONSITE,1.1,8,9,1,5,3,2,0.6,2,0.99,18900.0,-0.1085,0,21200.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,0,0,0,5,2,3,0.4,0,1.2,13500.0,0.0,1,13500.0,0
Backend Node.js,Senior,3,REMOTE,1.0,10,13,3,5,0,5,0.0,2,0.99,22200.0,0.0673,1,20800.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,7,7,0,5,2,3,0.4,2,1.2,26100.0,-0.0474,1,27400.0,0
Fullstack,Pleno,2,HYBRID,1.05,4,5,1,5,3,2,0.6,1,0.99,14800.0,-0.0976,1,16400.0,1
Fullstack,Senior,3,HYBRID,1.05,10,9,-1,5,4,1,0.8,1,0.99,21500.0,-0.0773,1,23300.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,2,2,0,5,1,4,0.2,2,1.12,9900.0,-0.2266,1,12800.0,0
Machine Learning Eng.,Pleno,2,HYBRID,1.05,3,1,-2,5,4,1,0.8,4,1.2,23000.0,0.0698,1,21500.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,3,6,3,5,4,1,0.8,3,1.2,22100.0,0.078,1,20500.0,1
Data / Python,Junior,1,HYBRID,1.05,1,0,-1,5,5,0,1.0,0,1.0,13400.0,0.1858,1,11300.0,1
Frontend React,Senior,3,HYBRID,1.05,12,14,2,5,0,5,0.0,0,0.97,18200.0,-0.0521,0,19200.0,0
Fullstack,Senior,3,REMOTE,1.0,10,11,1,5,5,0,1.0,1,0.99,22100.0,0.0728,0,20600.0,1
Frontend React,Senior,3,REMOTE,1.0,10,10,0,5,5,0,1.0,4,0.97,10100.0,-0.3355,1,15200.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,0,0,0,5,1,4,0.2,4,1.12,15300.0,0.1504,1,13300.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,10,13,3,5,3,2,0.6,0,1.2,22000.0,-0.1406,1,25600.0,1
Machine Learning Eng.,Senior,3,HYBRID,1.05,12,15,3,5,1,4,0.2,1,1.2,35500.0,0.3498,1,26300.0,0
Fullstack,Senior,3,REMOTE,1.0,10,9,-1,5,5,0,1.0,2,0.99,12300.0,-0.3594,1,19200.0,1
Frontend React,Junior,1,ONSITE,1.1,2,1,-1,5,5,0,1.0,0,0.97,6100.0,-0.3511,1,9400.0,1
Data / Python,Senior,3,HYBRID,1.05,10,7,-3,5,4,1,0.8,2,1.0,29400.0,0.2,0,24500.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,5,5,0,5,2,3,0.4,3,1.2,23800.0,0.0393,1,22900.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,5,6,1,5,1,4,0.2,2,1.12,22900.0,0.1865,1,19300.0,0
Frontend React,Pleno,2,HYBRID,1.05,3,2,-1,5,2,3,0.4,2,0.97,9400.0,-0.3037,1,13500.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,1,4,3,5,1,4,0.2,1,1.12,12400.0,-0.0236,1,12700.0,0
Frontend React,Senior,3,ONSITE,1.1,9,10,1,5,4,1,0.8,1,0.97,15900.0,-0.1311,0,18300.0,1
DevOps / SRE,Pleno,2,ONSITE,1.1,4,2,-2,5,3,2,0.6,4,1.12,21500.0,0.0238,1,21000.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,1,0,-1,5,5,0,1.0,0,1.12,14800.0,0.184,0,12500.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,7,8,1,5,1,4,0.2,1,1.12,16600.0,-0.2906,1,23400.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,1,2,1,5,3,2,0.6,1,1.12,12000.0,-0.0551,1,12700.0,1
Fullstack,Junior,1,REMOTE,1.0,0,0,0,5,4,1,0.8,3,0.99,12400.0,0.2039,1,10300.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,0,0,0,5,1,4,0.2,1,1.2,14000.0,0.1111,1,12600.0,0
Data / Python,Junior,1,HYBRID,1.05,0,0,0,5,0,5,0.0,2,1.0,11400.0,0.0962,1,10400.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,0,0,0,5,3,2,0.6,2,1.12,13600.0,0.2952,1,10500.0,1
Data / Python,Junior,1,ONSITE,1.1,2,0,-2,5,2,3,0.4,3,1.0,5900.0,-0.4537,1,10800.0,0
Data / Python,Senior,3,HYBRID,1.05,10,8,-2,5,4,1,0.8,2,1.0,20800.0,-0.0673,1,22300.0,1
Fullstack,Senior,3,HYBRID,1.05,10,10,0,5,5,0,1.0,4,0.99,19900.0,-0.1233,1,22700.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,2,0,-2,5,3,2,0.6,0,1.2,12500.0,-0.1007,0,13900.0,0
Frontend React,Junior,1,ONSITE,1.1,0,0,0,5,4,1,0.8,0,0.97,10800.0,0.0693,0,10100.0,1
Backend Node.js,Junior,1,HYBRID,1.05,0,0,0,5,1,4,0.2,1,0.99,9300.0,-0.0412,1,9700.0,0
Machine Learning Eng.,Pleno,2,REMOTE,1.0,3,6,3,5,4,1,0.8,4,1.2,25300.0,0.265,0,20000.0,1
Fullstack,Pleno,2,HYBRID,1.05,4,1,-3,5,4,1,0.8,1,0.99,9100.0,-0.4091,0,15400.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,3,5,2,5,4,1,0.8,1,0.99,18600.0,0.1625,1,16000.0,1
Backend Node.js,Senior,3,ONSITE,1.1,12,11,-1,5,4,1,0.8,2,0.99,20600.0,-0.0925,1,22700.0,1
Backend Node.js,Junior,1,HYBRID,1.05,1,0,-1,5,5,0,1.0,1,0.99,5100.0,-0.4574,0,9400.0,1
Data / Python,Senior,3,REMOTE,1.0,12,12,0,5,0,5,0.0,1,1.0,20000.0,-0.0868,1,21900.0,0
Frontend React,Pleno,2,REMOTE,1.0,5,2,-3,5,5,0,1.0,0,0.97,13100.0,0.0077,0,13000.0,1
Backend Node.js,Senior,3,REMOTE,1.0,9,8,-1,5,3,2,0.6,0,0.99,15500.0,-0.1667,1,18600.0,0
Frontend React,Pleno,2,REMOTE,1.0,5,7,2,5,3,2,0.6,4,0.97,11300.0,-0.1374,1,13100.0,1
Fullstack,Pleno,2,REMOTE,1.0,5,5,0,5,2,3,0.4,2,0.99,12700.0,-0.1056,1,14200.0,0
Fullstack,Pleno,2,ONSITE,1.1,3,3,0,5,0,5,0.0,1,0.99,19400.0,0.1086,1,17500.0,0
Data / Python,Senior,3,REMOTE,1.0,9,10,1,5,3,2,0.6,1,1.0,27300.0,0.2639,1,21600.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,1,0,-1,5,3,2,0.6,0,1.12,8200.0,-0.287,1,11500.0,0
Fullstack,Pleno,2,ONSITE,1.1,5,4,-1,5,2,3,0.4,2,0.99,18400.0,0.076,1,17100.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,4,5,1,5,3,2,0.6,4,1.12,22500.0,0.1658,1,19300.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,0,0,0,5,1,4,0.2,1,1.2,12200.0,-0.0081,1,12300.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,3,6,3,5,1,4,0.2,2,1.12,16500.0,-0.0625,0,17600.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,2,1,-1,5,4,1,0.8,1,1.12,11100.0,0.0,0,11100.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,11,8,-3,5,5,0,1.0,3,1.2,23600.0,-0.246,1,31300.0,1
DevOps / SRE,Pleno,2,ONSITE,1.1,3,2,-1,5,5,0,1.0,2,1.12,16300.0,-0.151,0,19200.0,1
DevOps / SRE,Pleno,2,HYBRID,1.05,3,6,3,5,3,2,0.6,4,1.12,20400.0,0.1087,1,18400.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,2,5,3,5,0,5,0.0,3,1.12,10400.0,-0.1746,1,12600.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,3,0,-3,5,1,4,0.2,0,0.99,13500.0,-0.1118,1,15200.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,2,2,0,5,2,3,0.4,2,1.12,14900.0,0.2016,1,12400.0,0
Frontend React,Senior,3,HYBRID,1.05,8,5,-3,5,2,3,0.4,3,0.97,21900.0,0.1902,1,18400.0,0
Backend Node.js,Senior,3,REMOTE,1.0,11,12,1,5,4,1,0.8,1,0.99,24400.0,0.22,1,20000.0,1
Frontend React,Junior,1,REMOTE,1.0,1,1,0,5,3,2,0.6,1,0.97,8900.0,0.0471,1,8500.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,6,3,-3,5,4,1,0.8,1,1.12,21500.0,-0.1634,1,25700.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,6,6,0,5,5,0,1.0,4,1.2,38800.0,0.3566,0,28600.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,5,6,1,5,2,3,0.4,3,1.2,16400.0,-0.2336,0,21400.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,4,1,-3,5,0,5,0.0,3,1.2,24600.0,0.1549,0,21300.0,0
Machine Learning Eng.,Junior,1,ONSITE,1.1,0,0,0,5,2,3,0.4,1,1.2,10700.0,-0.1894,0,13200.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,12,10,-2,5,4,1,0.8,3,1.2,32800.0,0.0719,0,30600.0,1
Fullstack,Pleno,2,ONSITE,1.1,4,1,-3,5,1,4,0.2,1,0.99,13700.0,-0.2389,1,18000.0,0
Machine Learning Eng.,Pleno,2,REMOTE,1.0,5,7,2,5,0,5,0.0,2,1.2,20000.0,-0.005,0,20100.0,0
Fullstack,Pleno,2,HYBRID,1.05,4,4,0,5,3,2,0.6,4,0.99,12800.0,-0.1579,1,15200.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,0,0,0,5,2,3,0.4,2,1.2,15700.0,0.1214,1,14000.0,0
Data / Python,Pleno,2,ONSITE,1.1,4,4,0,5,2,3,0.4,1,1.0,17300.0,-0.0699,1,18600.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,9,7,-2,5,4,1,0.8,0,1.2,18700.0,-0.2273,0,24200.0,0
Data / Python,Pleno,2,REMOTE,1.0,5,4,-1,5,4,1,0.8,3,1.0,13100.0,-0.2249,1,16900.0,1
Data / Python,Pleno,2,HYBRID,1.05,5,4,-1,5,4,1,0.8,4,1.0,17500.0,-0.0979,1,19400.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,1,0,-1,5,1,4,0.2,2,1.12,10800.0,-0.1496,1,12700.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,1,1,0,5,2,3,0.4,0,1.2,14300.0,0.007,0,14200.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,6,9,3,5,5,0,1.0,1,1.2,27400.0,-0.0584,1,29100.0,1
Frontend React,Pleno,2,ONSITE,1.1,5,3,-2,5,3,2,0.6,1,0.97,13900.0,-0.0733,1,15000.0,0
Fullstack,Senior,3,HYBRID,1.05,8,7,-1,5,3,2,0.6,2,0.99,19600.0,-0.1515,1,23100.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,9,6,-3,5,2,3,0.4,3,1.12,25500.0,-0.0693,1,27400.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,1,1,0,5,4,1,0.8,4,1.2,11500.0,-0.1085,1,12900.0,1
Data / Python,Pleno,2,HYBRID,1.05,3,2,-1,5,3,2,0.6,3,1.0,16100.0,-0.1105,1,18100.0,1
Frontend React,Junior,1,REMOTE,1.0,2,0,-2,5,3,2,0.6,0,0.97,11800.0,0.18,1,10000.0,0
Backend Node.js,Junior,1,HYBRID,1.05,2,2,0,5,0,5,0.0,0,0.99,10800.0,-0.0092,1,10900.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,2,2,0,5,5,0,1.0,4,1.12,9800.0,-0.2033,1,12300.0,1
Frontend React,Senior,3,REMOTE,1.0,9,9,0,5,4,1,0.8,0,0.97,14000.0,-0.2135,0,17800.0,1
Frontend React,Junior,1,HYBRID,1.05,1,4,3,5,1,4,0.2,0,0.97,8600.0,0.0886,1,7900.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,1,0,-1,5,3,2,0.6,4,1.12,15500.0,0.1397,1,13600.0,0
Data / Python,Senior,3,ONSITE,1.1,8,10,2,5,4,1,0.8,0,1.0,23900.0,-0.1181,0,27100.0,1
Machine Learning Eng.,Senior,3,HYBRID,1.05,10,12,2,5,0,5,0.0,2,1.2,30000.0,-0.0164,1,30500.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,5,8,3,5,4,1,0.8,0,1.12,20100.0,0.0152,1,19800.0,1
Data / Python,Pleno,2,HYBRID,1.05,3,6,3,5,2,3,0.4,4,1.0,15200.0,0.0,1,15200.0,1
Backend Node.js,Junior,1,HYBRID,1.05,0,2,2,5,4,1,0.8,2,0.99,8100.0,-0.198,1,10100.0,1
Fullstack,Senior,3,HYBRID,1.05,10,10,0,5,0,5,0.0,0,0.99,22900.0,-0.0418,1,23900.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,11,8,-3,5,2,3,0.4,4,1.12,20700.0,-0.2069,1,26100.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,10,10,0,5,4,1,0.8,1,1.2,30000.0,0.1152,0,26900.0,1
Fullstack,Pleno,2,HYBRID,1.05,5,7,2,5,0,5,0.0,1,0.99,12300.0,-0.2407,0,16200.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,3,0,-3,5,5,0,1.0,4,0.99,8500.0,-0.4516,1,15500.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,3,0,-3,5,3,2,0.6,0,0.99,13100.0,-0.1325,0,15100.0,0
Frontend React,Junior,1,ONSITE,1.1,0,0,0,5,0,5,0.0,1,0.97,6800.0,-0.236,1,8900.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,4,7,3,5,4,1,0.8,3,1.12,14000.0,-0.3069,0,20200.0,1
Fullstack,Junior,1,HYBRID,1.05,1,4,3,5,1,4,0.2,0,0.99,11100.0,-0.0976,1,12300.0,0
Backend Node.js,Senior,3,REMOTE,1.0,8,9,1,5,0,5,0.0,0,0.99,10100.0,-0.5,1,20200.0,0
Data / Python,Senior,3,REMOTE,1.0,12,12,0,5,3,2,0.6,2,1.0,26100.0,0.2311,1,21200.0,1
Backend Node.js,Senior,3,REMOTE,1.0,10,9,-1,5,2,3,0.4,2,0.99,23300.0,0.1888,1,19600.0,0
Backend Node.js,Senior,3,REMOTE,1.0,12,11,-1,5,5,0,1.0,0,0.99,21300.0,0.1036,1,19300.0,1
Fullstack,Senior,3,REMOTE,1.0,7,4,-3,5,3,2,0.6,3,0.99,20500.0,-0.1048,1,22900.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,4,7,3,5,0,5,0.0,1,0.99,19100.0,0.1437,0,16700.0,0
